local_relation_key,geo_relation_id,relation_key,from_entity_key,to_entity_key,position,verified,source_file,json_pointer
dichotomy:standardization-accountability-vs-professional-autonomy:topic:accountability,,HAS_TOPIC,dichotomy:standardization-accountability-vs-professional-autonomy,topic:accountability,,true,content/dichotomies.json,$[?slug=='standardization-accountability-vs-professional-autonomy'].topic
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:continuum,,HAS_CONTINUUM_POSITION,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,continuum:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].continuum
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:initiative:teacher-coaching,,KEY_INITIATIVE,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,initiative:teacher-coaching,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].keyInitiativeSlugs
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:source:src-023,,CITES_SOURCE,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,source:src-023,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].sourceIds
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:source:src-025,,CITES_SOURCE,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,source:src-025,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].sourceIds
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:source:src-026,,CITES_SOURCE,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,source:src-026,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].sourceIds
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:source:src-028,,CITES_SOURCE,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,source:src-028,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].sourceIds
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,evidence_strength:mixed-conditional,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].evidenceStrength
dichotomy:teacher-incentives-evaluation-vs-trust-professionalism:topic:teacher-workforce,,HAS_TOPIC,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,topic:teacher-workforce,,true,content/dichotomies.json,$[?slug=='teacher-incentives-evaluation-vs-trust-professionalism'].topic
dichotomy:tracking-acceleration-vs-detracking-inclusion:continuum,,HAS_CONTINUUM_POSITION,dichotomy:tracking-acceleration-vs-detracking-inclusion,continuum:tracking-acceleration-vs-detracking-inclusion,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].continuum
dichotomy:tracking-acceleration-vs-detracking-inclusion:initiative:generative-ai-tutoring-and-ai-school-pilots,,KEY_INITIATIVE,dichotomy:tracking-acceleration-vs-detracking-inclusion,initiative:generative-ai-tutoring-and-ai-school-pilots,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].keyInitiativeSlugs
dichotomy:tracking-acceleration-vs-detracking-inclusion:initiative:high-dosage-tutoring,,KEY_INITIATIVE,dichotomy:tracking-acceleration-vs-detracking-inclusion,initiative:high-dosage-tutoring,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].keyInitiativeSlugs
dichotomy:tracking-acceleration-vs-detracking-inclusion:initiative:reading-recovery,,KEY_INITIATIVE,dichotomy:tracking-acceleration-vs-detracking-inclusion,initiative:reading-recovery,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].keyInitiativeSlugs
dichotomy:tracking-acceleration-vs-detracking-inclusion:initiative:saga-style-and-tech-infused-tutoring,,KEY_INITIATIVE,dichotomy:tracking-acceleration-vs-detracking-inclusion,initiative:saga-style-and-tech-infused-tutoring,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].keyInitiativeSlugs
dichotomy:tracking-acceleration-vs-detracking-inclusion:source:src-021,,CITES_SOURCE,dichotomy:tracking-acceleration-vs-detracking-inclusion,source:src-021,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].sourceIds
dichotomy:tracking-acceleration-vs-detracking-inclusion:source:src-054,,CITES_SOURCE,dichotomy:tracking-acceleration-vs-detracking-inclusion,source:src-054,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].sourceIds
dichotomy:tracking-acceleration-vs-detracking-inclusion:source:src-055,,CITES_SOURCE,dichotomy:tracking-acceleration-vs-detracking-inclusion,source:src-055,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].sourceIds
dichotomy:tracking-acceleration-vs-detracking-inclusion:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,dichotomy:tracking-acceleration-vs-detracking-inclusion,evidence_strength:mixed-conditional,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].evidenceStrength
dichotomy:tracking-acceleration-vs-detracking-inclusion:topic:equity,,HAS_TOPIC,dichotomy:tracking-acceleration-vs-detracking-inclusion,topic:equity,,true,content/dichotomies.json,$[?slug=='tracking-acceleration-vs-detracking-inclusion'].topic
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:continuum,,HAS_CONTINUUM_POSITION,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].continuum
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:initiative:reading-first,,KEY_INITIATIVE,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,initiative:reading-first,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].keyInitiativeSlugs
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:source:src-010,,CITES_SOURCE,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,source:src-010,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].sourceIds
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:source:src-014,,CITES_SOURCE,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,source:src-014,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].sourceIds
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:source:src-015,,CITES_SOURCE,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,source:src-015,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].sourceIds
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,evidence_strength:strong-causal,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].evidenceStrength
dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading:topic:literacy,,HAS_TOPIC,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,topic:literacy,,true,content/dichotomies.json,$[?slug=='whole-language-balanced-literacy-vs-phonics-science-of-reading'].topic
dossier:item:claim:choice-markets-vs-common-public-system:some-voucher-lotteries-produced-worse-test-scores,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:choice-markets-vs-common-public-system:some-voucher-lotteries-produced-worse-test-scores,,true,content/*.json,
dossier:item:claim:human-tutoring-vs-ai-tutoring:ai-schools-are-running-ahead-of-the-evidence,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:human-tutoring-vs-ai-tutoring:ai-schools-are-running-ahead-of-the-evidence,,true,content/*.json,
dossier:item:claim:human-tutoring-vs-ai-tutoring:high-dosage-tutoring-is-one-of-the-clearest-k-12-bets,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:human-tutoring-vs-ai-tutoring:high-dosage-tutoring-is-one-of-the-clearest-k-12-bets,,true,content/*.json,
dossier:item:claim:more-money-resources-vs-money-does-not-matter:money-can-matter-the-question-is-what-it-buys,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:more-money-resources-vs-money-does-not-matter:money-can-matter-the-question-is-what-it-buys,,true,content/*.json,
dossier:item:claim:small-schools-personalization-vs-comprehensive-breadth:the-gates-backed-small-schools-story-is-different,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:small-schools-personalization-vs-comprehensive-breadth:the-gates-backed-small-schools-story-is-different,,true,content/*.json,
dossier:item:claim:teacher-incentives-evaluation-vs-trust-professionalism:teacher-coaching-beats-generic-professional-development-but-scaling-weakens-effe,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:teacher-incentives-evaluation-vs-trust-professionalism:teacher-coaching-beats-generic-professional-development-but-scaling-weakens-effe,,true,content/*.json,
dossier:item:claim:teacher-incentives-evaluation-vs-trust-professionalism:the-gates-teacher-effectiveness-bet-did-not-deliver-the-hoped-for-student-gains,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:teacher-incentives-evaluation-vs-trust-professionalism:the-gates-teacher-effectiveness-bet-did-not-deliver-the-hoped-for-student-gains,,true,content/*.json,
dossier:item:claim:whole-language-balanced-literacy-vs-phonics-science-of-reading:reading-first-changed-instruction-but-not-broad-comprehension-scores,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,claim:whole-language-balanced-literacy-vs-phonics-science-of-reading:reading-first-changed-instruction-but-not-broad-comprehension-scores,,true,content/*.json,
dossier:item:continuum:bilingual-dual-language-vs-english-immersion,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:bilingual-dual-language-vs-english-immersion,,true,content/*.json,
dossier:item:continuum:central-curriculum-hqim-vs-teacher-created-materials,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:central-curriculum-hqim-vs-teacher-created-materials,,true,content/*.json,
dossier:item:continuum:choice-markets-vs-common-public-system,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:choice-markets-vs-common-public-system,,true,content/*.json,
dossier:item:continuum:college-for-all-vs-cte-career-pathways,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:college-for-all-vs-cte-career-pathways,,true,content/*.json,
dossier:item:continuum:data-driven-continuous-improvement-vs-big-bang-reform,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:data-driven-continuous-improvement-vs-big-bang-reform,,true,content/*.json,
dossier:item:continuum:direct-instruction-vs-inquiry-project-based-learning,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:direct-instruction-vs-inquiry-project-based-learning,,true,content/*.json,
dossier:item:continuum:discipline-order-vs-restorative-relational-climate,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:discipline-order-vs-restorative-relational-climate,,true,content/*.json,
dossier:item:continuum:early-academics-vs-play-based-pre-k,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:early-academics-vs-play-based-pre-k,,true,content/*.json,
dossier:item:continuum:human-tutoring-vs-ai-tutoring,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:human-tutoring-vs-ai-tutoring,,true,content/*.json,
dossier:item:continuum:integration-desegregation-vs-neighborhood-local-control,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:integration-desegregation-vs-neighborhood-local-control,,true,content/*.json,
dossier:item:continuum:knowledge-rich-curriculum-vs-generic-skills,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:knowledge-rich-curriculum-vs-generic-skills,,true,content/*.json,
dossier:item:continuum:more-money-resources-vs-money-does-not-matter,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:more-money-resources-vs-money-does-not-matter,,true,content/*.json,
dossier:item:continuum:remediation-readiness-vs-grade-level-acceleration,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:remediation-readiness-vs-grade-level-acceleration,,true,content/*.json,
dossier:item:continuum:screens-harm-development-vs-technology-enables-learning,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:screens-harm-development-vs-technology-enables-learning,,true,content/*.json,
dossier:item:continuum:seat-time-vs-mastery,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:seat-time-vs-mastery,,true,content/*.json,
dossier:item:continuum:sel-whole-child-vs-academics-first,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:sel-whole-child-vs-academics-first,,true,content/*.json,
dossier:item:continuum:small-schools-personalization-vs-comprehensive-breadth,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:small-schools-personalization-vs-comprehensive-breadth,,true,content/*.json,
dossier:item:continuum:standardization-accountability-vs-professional-autonomy,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:standardization-accountability-vs-professional-autonomy,,true,content/*.json,
dossier:item:continuum:teacher-incentives-evaluation-vs-trust-professionalism,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/*.json,
dossier:item:continuum:tracking-acceleration-vs-detracking-inclusion,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:tracking-acceleration-vs-detracking-inclusion,,true,content/*.json,
dossier:item:continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,true,content/*.json,
dossier:item:dichotomy:bilingual-dual-language-vs-english-immersion,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:bilingual-dual-language-vs-english-immersion,,true,content/*.json,
dossier:item:dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,true,content/*.json,
dossier:item:dichotomy:choice-markets-vs-common-public-system,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:choice-markets-vs-common-public-system,,true,content/*.json,
dossier:item:dichotomy:college-for-all-vs-cte-career-pathways,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:college-for-all-vs-cte-career-pathways,,true,content/*.json,
dossier:item:dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,true,content/*.json,
dossier:item:dichotomy:direct-instruction-vs-inquiry-project-based-learning,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:direct-instruction-vs-inquiry-project-based-learning,,true,content/*.json,
dossier:item:dichotomy:discipline-order-vs-restorative-relational-climate,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:discipline-order-vs-restorative-relational-climate,,true,content/*.json,
dossier:item:dichotomy:early-academics-vs-play-based-pre-k,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:early-academics-vs-play-based-pre-k,,true,content/*.json,
dossier:item:dichotomy:human-tutoring-vs-ai-tutoring,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:human-tutoring-vs-ai-tutoring,,true,content/*.json,
dossier:item:dichotomy:integration-desegregation-vs-neighborhood-local-control,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:integration-desegregation-vs-neighborhood-local-control,,true,content/*.json,
dossier:item:dichotomy:knowledge-rich-curriculum-vs-generic-skills,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:knowledge-rich-curriculum-vs-generic-skills,,true,content/*.json,
dossier:item:dichotomy:more-money-resources-vs-money-does-not-matter,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:more-money-resources-vs-money-does-not-matter,,true,content/*.json,
dossier:item:dichotomy:remediation-readiness-vs-grade-level-acceleration,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:remediation-readiness-vs-grade-level-acceleration,,true,content/*.json,
dossier:item:dichotomy:screens-harm-development-vs-technology-enables-learning,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:screens-harm-development-vs-technology-enables-learning,,true,content/*.json,
dossier:item:dichotomy:seat-time-vs-mastery,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:seat-time-vs-mastery,,true,content/*.json,
dossier:item:dichotomy:sel-whole-child-vs-academics-first,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:sel-whole-child-vs-academics-first,,true,content/*.json,
dossier:item:dichotomy:small-schools-personalization-vs-comprehensive-breadth,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:small-schools-personalization-vs-comprehensive-breadth,,true,content/*.json,
dossier:item:dichotomy:standardization-accountability-vs-professional-autonomy,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:standardization-accountability-vs-professional-autonomy,,true,content/*.json,
dossier:item:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/*.json,
dossier:item:dichotomy:tracking-acceleration-vs-detracking-inclusion,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:tracking-acceleration-vs-detracking-inclusion,,true,content/*.json,
dossier:item:dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,true,content/*.json,
dossier:item:evidence_strength:limited-descriptive,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,evidence_strength:limited-descriptive,,true,content/*.json,
dossier:item:evidence_strength:mixed-conditional,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,evidence_strength:mixed-conditional,,true,content/*.json,
dossier:item:evidence_strength:not-outcome-intervention,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,evidence_strength:not-outcome-intervention,,true,content/*.json,
dossier:item:evidence_strength:promising-causal-quasi,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,evidence_strength:promising-causal-quasi,,true,content/*.json,
dossier:item:evidence_strength:strong-causal,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,evidence_strength:strong-causal,,true,content/*.json,
dossier:item:initiative:a-nation-at-risk-modern-standards-movement,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:a-nation-at-risk-modern-standards-movement,,true,content/*.json,
dossier:item:initiative:adaptive-and-personalized-learning-platforms,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:adaptive-and-personalized-learning-platforms,,true,content/*.json,
dossier:item:initiative:algebra-for-all-college-preparatory-curriculum-for-all,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:algebra-for-all-college-preparatory-curriculum-for-all,,true,content/*.json,
dossier:item:initiative:attendance-and-chronic-absenteeism-interventions,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:attendance-and-chronic-absenteeism-interventions,,true,content/*.json,
dossier:item:initiative:avid-and-college-readiness-support-models,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:avid-and-college-readiness-support-models,,true,content/*.json,
dossier:item:initiative:balanced-literacy-workshop-models,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:balanced-literacy-workshop-models,,true,content/*.json,
dossier:item:initiative:boston-universal-pre-k,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:boston-universal-pre-k,,true,content/*.json,
dossier:item:initiative:career-academies,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:career-academies,,true,content/*.json,
dossier:item:initiative:charter-schools-overall,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:charter-schools-overall,,true,content/*.json,
dossier:item:initiative:common-core-state-standards-and-aligned-assessments,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:common-core-state-standards-and-aligned-assessments,,true,content/*.json,
dossier:item:initiative:community-schools-nyc-community-schools,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:community-schools-nyc-community-schools,,true,content/*.json,
dossier:item:initiative:competency-based-mastery-based-learning,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:competency-based-mastery-based-learning,,true,content/*.json,
dossier:item:initiative:core-knowledge-knowledge-rich-curriculum,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:core-knowledge-knowledge-rich-curriculum,,true,content/*.json,
dossier:item:initiative:dc-impact-teacher-evaluation-with-consequences,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:dc-impact-teacher-evaluation-with-consequences,,true,content/*.json,
dossier:item:initiative:direct-instruction-project-follow-through,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:direct-instruction-project-follow-through,,true,content/*.json,
dossier:item:initiative:dual-enrollment-ap-and-advanced-coursework-expansion,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:dual-enrollment-ap-and-advanced-coursework-expansion,,true,content/*.json,
dossier:item:initiative:early-college-high-schools,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:early-college-high-schools,,true,content/*.json,
dossier:item:initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,,true,content/*.json,
dossier:item:initiative:esser-and-pandemic-recovery-initiatives,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:esser-and-pandemic-recovery-initiatives,,true,content/*.json,
dossier:item:initiative:extended-learning-time-longer-day-or-year,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:extended-learning-time-longer-day-or-year,,true,content/*.json,
dossier:item:initiative:family-engagement-and-parent-information-interventions,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:family-engagement-and-parent-information-interventions,,true,content/*.json,
dossier:item:initiative:four-day-school-week,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:four-day-school-week,,true,content/*.json,
dossier:item:initiative:full-day-kindergarten,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:full-day-kindergarten,,true,content/*.json,
dossier:item:initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice,,true,content/*.json,
dossier:item:initiative:gates-intensive-partnerships-for-effective-teaching,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:gates-intensive-partnerships-for-effective-teaching,,true,content/*.json,
dossier:item:initiative:gates-measures-of-effective-teaching-project,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:gates-measures-of-effective-teaching-project,,true,content/*.json,
dossier:item:initiative:gates-networks-for-school-improvement,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:gates-networks-for-school-improvement,,true,content/*.json,
dossier:item:initiative:gates-personalized-learning-next-generation-learning-challenges,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:gates-personalized-learning-next-generation-learning-challenges,,true,content/*.json,
dossier:item:initiative:generative-ai-tutoring-and-ai-school-pilots,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:generative-ai-tutoring-and-ai-school-pilots,,true,content/*.json,
dossier:item:initiative:goals-2000-standards-based-reform,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:goals-2000-standards-based-reform,,true,content/*.json,
dossier:item:initiative:harlem-children-s-zone-promise-neighborhoods,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:harlem-children-s-zone-promise-neighborhoods,,true,content/*.json,
dossier:item:initiative:head-start,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:head-start,,true,content/*.json,
dossier:item:initiative:high-dosage-tutoring,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:high-dosage-tutoring,,true,content/*.json,
dossier:item:initiative:high-quality-instructional-materials-initiatives,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:high-quality-instructional-materials-initiatives,,true,content/*.json,
dossier:item:initiative:magnet-schools-and-controlled-choice-desegregation-plans,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:magnet-schools-and-controlled-choice-desegregation-plans,,true,content/*.json,
dossier:item:initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,true,content/*.json,
dossier:item:initiative:modern-cte-pathways-and-concentrator-programs,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:modern-cte-pathways-and-concentrator-programs,,true,content/*.json,
dossier:item:initiative:national-board-certification-and-advanced-credentials,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:national-board-certification-and-advanced-credentials,,true,content/*.json,
dossier:item:initiative:national-reading-panel-synthesis,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:national-reading-panel-synthesis,,true,content/*.json,
dossier:item:initiative:no-child-left-behind,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:no-child-left-behind,,true,content/*.json,
dossier:item:initiative:no-excuses-charter-networks-and-high-performing-cmos,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:no-excuses-charter-networks-and-high-performing-cmos,,true,content/*.json,
dossier:item:initiative:one-to-one-devices-laptop-initiatives,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:one-to-one-devices-laptop-initiatives,,true,content/*.json,
dossier:item:initiative:pbis-mtss-behavior-systems,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:pbis-mtss-behavior-systems,,true,content/*.json,
dossier:item:initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:perry-preschool-abecedarian-style-intensive-early-childhood,,true,content/*.json,
dossier:item:initiative:private-school-vouchers-dc-and-louisiana-examples,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:private-school-vouchers-dc-and-louisiana-examples,,true,content/*.json,
dossier:item:initiative:project-based-learning-and-inquiry-oriented-reform,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:project-based-learning-and-inquiry-oriented-reform,,true,content/*.json,
dossier:item:initiative:project-star-class-size-reduction,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:project-star-class-size-reduction,,true,content/*.json,
dossier:item:initiative:race-to-the-top,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:race-to-the-top,,true,content/*.json,
dossier:item:initiative:reading-first,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:reading-first,,true,content/*.json,
dossier:item:initiative:reading-recovery,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:reading-recovery,,true,content/*.json,
dossier:item:initiative:remote-learning-and-virtual-schooling-during-covid,,HAS_DOSSIER_ITEM,dossier:education-evidence-dossier,initiative:remote-learning-and-virtual-schooling-during-covid,,true,content/*.json,
